City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,Metropolitan_Area
Hyderabad,2019-05-30,42.3,120.31,2.69,23.98,14.72,16.58,0.56,6.04,55.34,1.07,6.02,0.57,120.31,Moderate,1
Hyderabad,2019-05-31,39.47,107.63,1.69,24.28,14.16,12.37,0.59,4.32,48.05,1.17,6.15,0.47,107.63,Moderate,1
Hyderabad,2019-06-01,34.95,95.7,2.3,25.81,15.41,12.64,0.54,4.88,45.42,1.1,6.95,1.58,95.7,Satisfactory,1
Hyderabad,2019-06-02,44.33,127.37,3.35,30.78,19.0,11.35,0.66,5.89,42.0,1.62,12.26,1.63,127.37,Moderate,1
Hyderabad,2019-06-03,27.67,71.14,2.01,19.27,11.76,12.06,0.44,4.86,39.38,0.55,2.78,1.07,71.14,Satisfactory,1
Hyderabad,2019-06-04,24.01,54.95,1.65,23.84,13.87,12.54,0.42,4.5,49.99,0.8,4.6,2.79,54.95,Satisfactory,1
Hyderabad,2019-06-05,35.63,92.7,2.79,30.32,18.23,15.16,0.61,5.33,46.52,0.86,4.29,0.9,92.7,Satisfactory,1
Hyderabad,2019-06-06,35.67,104.77,1.72,23.98,14.13,13.39,0.43,4.84,52.02,0.9,5.41,0.38,104.77,Moderate,1
Hyderabad,2019-06-07,28.41,68.55,1.8,22.08,13.13,12.67,0.47,5.89,59.34,0.94,6.24,0.33,68.55,Satisfactory,1
Hyderabad,2019-06-08,32.08,65.33,2.93,30.99,18.87,13.21,0.69,5.04,50.4,1.44,10.11,0.71,65.33,Satisfactory,1
Hyderabad,2019-06-09,31.14,67.58,1.98,23.4,14.06,15.79,0.45,5.98,54.96,0.86,4.54,0.34,67.58,Satisfactory,1
Hyderabad,2019-06-10,23.71,54.49,1.79,20.71,12.49,13.74,0.43,6.06,54.44,0.51,3.12,0.18,54.49,Satisfactory,1
Hyderabad,2019-06-11,12.39,38.63,2.03,19.18,11.83,9.94,0.36,5.11,38.66,0.34,5.28,0.15,38.66,Good,1
Hyderabad,2019-06-12,8.7,31.33,1.64,15.47,9.48,7.84,0.32,5.25,34.8,0.18,1.13,0.2,34.8,Good,1
Hyderabad,2019-06-13,11.21,28.99,2.12,17.24,10.7,11.45,0.32,5.75,25.66,0.15,0.94,0.05,28.99,Good,1
Hyderabad,2019-06-14,15.94,40.79,1.83,14.46,8.74,7.89,0.32,4.75,25.63,0.17,0.86,0.06,40.79,Good,1
Hyderabad,2019-06-15,22.29,62.18,2.25,13.52,8.08,9.4,0.31,5.46,25.28,0.28,1.3,0.15,62.18,Satisfactory,1
Hyderabad,2019-06-16,19.58,61.02,1.62,9.26,5.0,7.41,0.29,4.29,25.32,0.28,1.19,0.05,61.02,Satisfactory,1
Hyderabad,2019-06-17,23.78,73.19,1.95,12.02,7.2,13.91,0.32,5.56,22.92,0.25,1.78,0.16,73.19,Satisfactory,1
Hyderabad,2019-06-18,22.29,62.52,1.87,10.98,6.91,16.79,0.32,4.82,25.52,0.28,1.91,0.16,62.52,Satisfactory,1
Hyderabad,2019-06-19,21.59,63.26,1.98,11.54,7.22,8.03,0.33,6.26,26.23,0.24,0.91,0.05,63.26,Satisfactory,1
Hyderabad,2019-06-20,18.96,56.2,1.96,11.05,7.2,10.23,0.32,6.32,27.66,0.31,1.45,0.13,56.2,Satisfactory,1
Hyderabad,2019-06-21,28.11,64.68,2.89,16.83,11.0,7.62,0.42,4.86,29.42,0.93,5.71,1.05,64.68,Satisfactory,1
Hyderabad,2019-06-22,24.75,40.82,1.95,15.01,9.47,11.75,0.36,4.34,33.89,0.65,3.9,0.79,40.82,Good,1
Hyderabad,2019-06-23,26.44,48.17,2.34,19.64,12.24,9.98,0.46,4.77,25.89,0.78,4.58,0.55,48.17,Good,1
Hyderabad,2019-06-24,25.45,48.67,2.43,19.86,12.15,10.58,0.48,5.04,31.78,1.0,7.41,3.04,48.67,Good,1
Hyderabad,2019-06-25,27.0,52.03,3.58,23.58,14.72,18.18,0.56,5.03,28.48,1.55,8.92,1.93,52.03,Satisfactory,1
Hyderabad,2019-06-26,18.07,38.92,2.21,13.79,8.97,16.82,0.29,4.29,25.99,0.41,3.19,0.45,38.92,Good,1
Hyderabad,2019-06-27,9.85,25.11,2.18,11.88,7.95,10.9,0.27,4.55,26.41,0.17,0.84,0.06,26.41,Good,1
Hyderabad,2019-06-28,9.89,21.02,1.94,9.71,6.9,7.43,0.34,3.51,24.92,0.16,0.7,0.07,24.92,Good,1
Hyderabad,2019-06-29,12.75,24.02,2.15,13.54,8.61,7.07,0.34,3.99,21.45,0.18,1.0,0.07,24.02,Good,1
Hyderabad,2019-06-30,18.55,35.16,2.28,16.94,9.97,15.94,0.34,5.0,24.0,0.32,2.43,0.16,35.16,Good,1
Hyderabad,2019-07-01,18.32,38.86,2.64,14.66,8.9,15.43,0.35,5.62,21.07,0.32,1.89,0.09,38.86,Good,1
Hyderabad,2019-07-02,17.75,29.98,2.93,14.34,8.62,9.48,0.36,3.99,17.96,0.22,1.12,0.09,29.98,Good,1
Hyderabad,2019-07-03,20.08,45.27,2.08,12.48,7.4,7.7,0.35,3.65,19.24,0.21,2.06,0.1,45.27,Good,1
Hyderabad,2019-07-04,17.71,38.88,2.08,13.84,8.29,8.77,0.36,4.07,18.73,0.36,1.19,0.26,38.88,Good,1
Hyderabad,2019-07-05,16.27,33.26,2.18,13.5,8.12,7.13,0.37,3.39,17.83,0.21,1.58,0.12,33.26,Good,1
Hyderabad,2019-07-06,15.95,38.56,1.88,8.82,5.39,5.7,0.39,3.28,19.48,0.2,1.44,0.37,38.56,Good,1
Hyderabad,2019-07-07,15.22,37.91,1.61,7.09,4.34,5.32,0.36,3.48,20.16,0.12,1.88,0.04,37.91,Good,1
Hyderabad,2019-07-08,16.51,44.22,1.98,10.33,6.2,6.61,0.34,4.35,16.37,0.12,0.28,0.02,44.22,Good,1
Hyderabad,2019-07-09,15.35,34.76,2.34,10.7,6.72,5.67,0.35,4.2,16.83,0.14,0.47,0.04,34.76,Good,1
Hyderabad,2019-07-10,12.67,31.67,2.39,9.99,6.38,4.88,0.33,4.32,16.24,0.08,0.23,0.01,31.67,Good,1
Hyderabad,2019-07-11,16.54,39.46,2.57,12.01,7.99,8.42,0.35,5.19,16.63,0.17,0.79,0.04,39.46,Good,1
Hyderabad,2019-07-12,18.41,39.59,3.63,15.07,10.1,13.38,0.42,8.4,16.69,0.26,2.87,0.09,39.59,Good,1
Hyderabad,2019-07-13,12.8,34.14,3.74,12.2,9.79,8.86,0.35,9.88,17.36,0.15,1.27,0.07,34.14,Good,1
Hyderabad,2019-07-14,14.43,42.52,3.72,14.78,10.4,4.83,0.39,4.59,16.68,0.48,3.49,0.29,42.52,Good,1
Hyderabad,2019-07-15,15.96,40.84,4.06,13.46,10.75,7.26,0.39,5.51,18.62,0.37,3.24,0.17,40.84,Good,1
Hyderabad,2019-07-16,24.07,72.98,8.34,15.32,14.47,9.23,0.43,10.41,18.08,0.62,4.44,0.8,72.98,Satisfactory,1
Hyderabad,2019-07-17,22.29,61.44,5.68,13.96,10.94,9.85,0.36,9.63,22.08,0.34,1.91,0.22,61.44,Satisfactory,1
Hyderabad,2019-07-18,26.43,83.02,3.1,14.91,9.98,15.54,0.41,9.44,25.61,0.46,3.64,0.31,83.02,Satisfactory,1
Hyderabad,2019-07-19,31.27,73.21,3.03,17.52,11.18,14.75,0.46,9.68,30.58,0.78,6.11,0.59,73.21,Satisfactory,1
Hyderabad,2019-07-20,20.12,38.84,2.58,13.94,8.86,14.52,0.43,5.41,30.44,0.55,3.96,0.22,38.84,Good,1
Hyderabad,2019-07-21,14.08,36.16,2.62,13.32,8.47,10.86,0.41,6.12,25.58,0.34,2.23,0.18,36.16,Good,1
Hyderabad,2019-07-22,12.01,37.69,3.63,15.41,10.45,9.86,0.46,5.78,21.49,0.43,3.31,0.31,37.69,Good,1
Hyderabad,2019-07-23,8.13,27.42,2.51,10.58,7.35,8.31,0.35,5.06,22.08,0.19,1.56,0.09,27.42,Good,1
Hyderabad,2019-07-24,10.24,33.46,2.75,11.32,8.04,6.89,0.37,6.43,21.22,0.25,2.22,0.09,33.46,Good,1
Hyderabad,2019-07-25,12.86,34.31,3.65,12.51,9.19,8.83,0.42,7.48,18.8,0.24,1.72,0.15,34.31,Good,1
Hyderabad,2019-07-26,14.72,37.9,3.89,14.61,10.63,20.96,0.38,9.89,15.66,0.29,1.64,0.06,37.9,Good,1
Hyderabad,2019-07-27,12.96,32.82,2.56,11.87,8.24,9.57,0.36,6.52,19.4,0.13,0.66,0.03,32.82,Good,1
Hyderabad,2019-07-28,13.46,32.98,2.38,11.57,8.08,7.3,0.36,4.07,19.12,0.16,0.66,0.08,32.98,Good,1
Hyderabad,2019-07-29,8.99,24.55,2.31,11.77,8.17,7.06,0.37,4.02,18.19,0.16,0.53,0.02,24.55,Good,1
Hyderabad,2019-07-30,8.48,16.54,2.8,12.12,8.76,9.02,0.3,6.56,17.98,0.12,0.55,0.03,17.98,Good,1
Hyderabad,2019-07-31,10.95,24.67,3.45,13.33,9.93,10.54,0.37,9.55,16.46,0.21,1.16,0.09,24.67,Good,1
Hyderabad,2019-08-01,10.31,22.89,3.84,14.94,10.97,6.75,0.42,6.72,14.78,0.13,0.58,0.02,22.89,Good,1
Hyderabad,2019-08-02,8.01,14.41,3.38,13.12,9.48,5.18,0.36,5.84,13.76,0.92,0.39,0.0,18.0,Good,1
Hyderabad,2019-08-03,6.75,12.53,2.95,11.92,8.49,4.52,0.33,4.24,14.61,1.36,0.7,0.03,16.5,Good,1
Hyderabad,2019-08-04,6.24,12.61,2.92,12.57,8.68,4.28,0.3,5.03,17.5,1.28,0.98,0.02,17.5,Good,1
Hyderabad,2019-08-05,7.95,16.23,3.65,12.93,9.21,13.28,0.33,5.9,17.12,1.09,0.6,0.14,17.12,Good,1
Hyderabad,2019-08-06,10.01,21.56,3.66,15.18,10.9,20.31,0.46,5.97,13.9,0.59,0.67,0.15,23.0,Good,1
Hyderabad,2019-08-07,9.72,20.37,4.1,16.76,12.04,16.85,0.38,5.86,12.08,0.09,0.62,0.08,20.950000000000003,Good,1
Hyderabad,2019-08-08,12.45,31.7,3.46,19.4,12.81,14.56,0.42,5.75,14.47,0.06,1.06,0.07,31.7,Good,1
Hyderabad,2019-08-09,12.46,36.39,2.33,13.58,8.84,13.47,0.36,10.95,18.47,0.08,1.26,0.12,36.39,Good,1
Hyderabad,2019-08-10,11.94,36.04,2.51,15.1,10.03,8.7,0.32,9.39,19.37,0.05,0.54,0.05,36.04,Good,1
Hyderabad,2019-08-11,17.37,49.51,3.48,16.94,11.86,11.66,0.37,11.43,18.34,0.1,0.7,0.06,49.51,Good,1
Hyderabad,2019-08-12,24.17,66.23,3.75,19.45,13.34,14.58,0.45,12.18,16.93,0.36,3.69,0.37,66.23,Satisfactory,1
Hyderabad,2019-08-13,29.79,83.11,6.46,29.89,20.72,21.21,0.42,9.62,13.8,0.56,4.22,1.52,83.11,Satisfactory,1
Hyderabad,2019-08-14,23.12,65.91,6.59,25.02,18.15,21.06,0.36,9.85,16.9,0.32,2.95,0.41,65.91,Satisfactory,1
Hyderabad,2019-08-15,19.11,52.66,4.92,21.68,15.07,23.05,0.31,13.65,15.36,0.09,0.97,0.03,52.66,Satisfactory,1
Hyderabad,2019-08-16,17.17,56.16,7.61,24.22,17.62,19.31,0.38,9.61,14.63,0.12,0.98,0.19,56.16,Satisfactory,1
Hyderabad,2019-08-17,23.03,78.62,6.0,24.44,16.82,19.41,0.38,8.87,17.03,0.28,2.3,0.16,78.62,Satisfactory,1
Hyderabad,2019-08-18,29.92,96.6,8.22,32.88,23.36,19.28,0.42,8.41,14.02,0.59,7.67,0.5,96.6,Satisfactory,1
Hyderabad,2019-08-19,25.94,75.83,7.42,30.57,21.82,27.35,0.37,8.72,15.29,2.03,6.69,2.63,75.83,Satisfactory,1
Hyderabad,2019-08-20,31.38,86.73,10.74,29.66,23.12,22.3,0.48,9.0,13.77,0.65,5.56,4.54,86.73,Satisfactory,1
Hyderabad,2019-08-21,27.23,79.58,5.89,23.96,17.12,21.82,0.53,11.3,15.79,0.29,2.94,1.05,79.58,Satisfactory,1
Hyderabad,2019-08-22,20.35,56.42,3.97,19.28,13.24,28.92,0.52,8.82,18.38,0.22,2.03,0.43,56.42,Satisfactory,1
Hyderabad,2019-08-23,23.71,61.82,3.87,16.82,12.13,24.21,0.43,11.22,18.8,0.37,2.99,0.23,61.82,Satisfactory,1
Hyderabad,2019-08-24,14.82,48.14,5.14,16.19,11.5,25.25,0.28,11.93,19.58,0.26,1.95,0.09,48.14,Good,1
Hyderabad,2019-08-25,14.89,36.89,4.84,17.27,11.82,17.83,0.37,7.35,20.59,0.16,1.21,0.06,36.89,Good,1
Hyderabad,2019-08-26,17.16,51.14,4.2,19.36,12.3,12.11,0.38,7.65,19.4,0.17,1.37,0.05,51.14,Satisfactory,1
Hyderabad,2019-08-27,18.86,65.41,3.16,15.9,9.84,11.57,0.38,7.78,22.29,0.17,1.43,0.07,65.41,Satisfactory,1
Hyderabad,2019-08-28,19.35,62.16,2.99,16.68,9.42,10.32,0.37,8.56,23.02,0.23,1.82,0.06,62.16,Satisfactory,1
Hyderabad,2019-08-29,16.92,53.81,3.32,17.85,9.95,10.29,0.42,5.76,17.91,0.35,3.5,0.15,53.81,Satisfactory,1
Hyderabad,2019-08-30,16.5,35.21,4.06,16.99,10.94,16.41,0.4,7.93,17.16,0.35,2.77,0.71,35.21,Good,1
Hyderabad,2019-08-31,13.98,26.77,7.38,15.96,11.37,17.6,0.38,6.72,13.47,0.14,1.27,0.6,26.77,Good,1
Hyderabad,2019-09-01,11.85,19.79,3.19,12.75,8.8,10.97,0.4,6.07,14.1,0.06,0.48,0.03,20.0,Good,1
Hyderabad,2019-09-02,15.72,31.72,3.76,11.79,8.14,19.91,0.38,8.25,14.05,0.1,1.44,0.02,31.72,Good,1
Hyderabad,2019-09-03,12.92,25.24,4.15,12.69,8.44,24.34,0.36,11.3,12.22,0.21,0.89,0.04,25.24,Good,1
Hyderabad,2019-09-04,12.2,22.06,3.48,12.34,8.08,12.93,0.38,7.72,13.7,0.07,0.42,0.01,22.06,Good,1
Hyderabad,2019-09-05,11.14,23.81,3.19,15.09,9.16,9.44,0.3,7.29,16.22,0.09,0.72,0.06,23.81,Good,1
Hyderabad,2019-09-06,11.92,26.23,3.32,12.37,8.05,13.51,0.28,7.28,14.98,0.08,0.67,0.06,26.23,Good,1
Hyderabad,2019-09-07,13.65,26.13,3.35,12.65,8.2,11.54,0.3,7.33,14.41,0.06,0.56,0.04,26.13,Good,1
Hyderabad,2019-09-08,10.31,23.28,2.43,11.43,6.92,9.23,0.31,6.93,17.15,0.06,0.42,0.04,23.28,Good,1
Hyderabad,2019-09-09,13.26,31.13,3.16,13.38,8.32,9.64,0.34,8.12,14.98,0.09,0.6,0.05,31.13,Good,1
Hyderabad,2019-09-10,14.98,39.67,2.63,13.26,7.91,7.77,0.31,6.41,16.46,0.08,0.6,0.05,39.67,Good,1
Hyderabad,2019-09-11,18.19,52.44,3.7,16.45,10.0,10.04,0.35,5.51,15.16,0.09,0.56,0.03,52.44,Satisfactory,1
Hyderabad,2019-09-12,21.73,54.59,3.51,14.72,9.09,14.77,0.31,10.14,14.9,0.11,1.1,0.05,54.59,Satisfactory,1
Hyderabad,2019-09-13,16.32,39.18,2.78,13.08,7.93,9.73,0.34,9.74,15.49,0.07,0.8,0.03,39.18,Good,1
Hyderabad,2019-09-14,18.39,43.73,3.62,15.41,9.61,13.02,0.36,9.21,16.87,0.17,1.36,0.09,43.73,Good,1
Hyderabad,2019-09-15,22.47,44.63,5.84,16.52,12.92,16.0,0.52,8.65,20.97,0.42,3.81,0.65,44.63,Good,1
Hyderabad,2019-09-16,28.23,63.7,5.04,15.93,11.68,11.85,0.38,10.36,17.92,0.3,3.66,0.41,63.7,Satisfactory,1
Hyderabad,2019-09-17,28.85,65.7,4.28,14.76,9.75,13.33,0.4,8.23,17.67,0.16,1.81,0.12,65.7,Satisfactory,1
Hyderabad,2019-09-18,25.01,47.59,3.95,22.53,12.46,11.76,0.51,5.48,25.02,0.67,9.42,1.13,47.59,Good,1
Hyderabad,2019-09-19,25.6,42.83,5.58,21.02,13.6,9.46,0.53,3.09,16.82,0.55,3.75,0.37,42.83,Good,1
Hyderabad,2019-09-20,20.54,35.92,6.52,21.37,14.45,8.95,0.48,4.86,16.03,0.34,2.62,0.27,35.92,Good,1
Hyderabad,2019-09-21,25.81,56.75,8.43,19.01,15.16,8.86,0.46,8.83,16.68,0.28,3.56,0.22,56.75,Satisfactory,1
Hyderabad,2019-09-22,27.01,56.52,3.81,22.14,12.62,8.92,0.48,2.91,19.56,0.42,2.71,0.31,56.52,Satisfactory,1
Hyderabad,2019-09-23,32.95,62.68,7.41,25.85,17.19,9.29,0.63,3.56,16.62,0.69,5.65,0.65,62.68,Satisfactory,1
Hyderabad,2019-09-24,28.07,45.66,5.77,25.87,15.9,9.97,0.5,2.65,18.13,0.52,4.74,0.42,45.66,Good,1
Hyderabad,2019-09-25,22.37,34.73,3.79,21.84,12.51,9.31,0.45,2.49,17.82,0.43,3.0,0.33,34.73,Good,1
Hyderabad,2019-09-26,20.4,37.11,3.86,15.21,9.51,7.87,0.44,3.49,16.42,0.64,3.08,0.31,37.11,Good,1
Hyderabad,2019-09-27,15.49,30.07,4.02,14.23,9.31,7.66,0.33,4.7,14.37,0.38,2.6,0.12,30.07,Good,1
Hyderabad,2019-09-28,25.85,47.6,2.88,15.5,9.06,9.7,0.4,4.62,17.95,0.37,2.75,0.16,47.6,Good,1
Hyderabad,2019-09-29,33.27,65.29,5.55,21.56,13.85,7.79,0.62,2.47,15.67,0.61,4.0,0.42,65.29,Satisfactory,1
Hyderabad,2019-09-30,41.11,65.51,15.6,28.89,25.22,8.47,0.82,3.01,13.19,1.05,5.04,0.6,65.51,Satisfactory,1
Hyderabad,2019-10-01,39.12,62.5,14.7,21.75,20.19,8.78,0.67,3.03,17.28,0.76,5.99,1.36,62.5,Satisfactory,1
Hyderabad,2019-10-02,31.98,69.4,3.54,21.43,12.22,11.43,0.53,3.8,19.45,0.41,4.63,2.33,69.4,Satisfactory,1
Hyderabad,2019-10-03,32.24,72.14,6.61,24.9,16.06,10.17,0.59,3.9,18.98,0.45,2.89,0.53,72.14,Satisfactory,1
Hyderabad,2019-10-04,34.73,70.39,6.64,24.27,15.95,11.55,0.65,10.07,20.09,0.55,6.54,0.24,70.39,Satisfactory,1
Hyderabad,2019-10-05,40.22,75.69,5.22,26.37,15.47,12.44,0.61,6.79,20.03,0.98,7.62,2.61,75.69,Satisfactory,1
Hyderabad,2019-10-06,42.99,65.7,5.95,26.42,16.14,13.03,0.62,5.33,20.61,0.72,7.8,1.32,65.7,Satisfactory,1
Hyderabad,2019-10-07,50.79,81.52,6.8,23.98,15.72,12.66,0.57,5.21,24.25,0.92,9.86,1.41,81.52,Satisfactory,1
Hyderabad,2019-10-08,56.9,83.53,3.72,21.05,12.16,12.32,0.57,3.4,23.99,0.83,7.42,1.94,83.53,Satisfactory,1
Hyderabad,2019-10-09,54.17,79.18,3.46,25.34,14.02,11.62,0.66,3.53,23.27,0.78,4.98,1.59,79.18,Satisfactory,1
Hyderabad,2019-10-10,39.07,64.26,5.7,32.44,18.72,9.82,0.63,3.94,19.34,0.75,5.37,2.06,64.26,Satisfactory,1
Hyderabad,2019-10-11,34.57,56.51,5.84,26.75,16.47,9.95,0.55,4.11,25.15,0.71,5.88,1.54,56.51,Satisfactory,1
Hyderabad,2019-10-12,34.91,61.3,5.38,27.6,16.34,9.07,0.56,3.6,24.66,0.65,5.53,1.31,61.3,Satisfactory,1
Hyderabad,2019-10-13,36.35,61.96,4.95,24.49,15.72,9.32,0.58,3.71,24.03,0.72,5.24,1.45,61.96,Satisfactory,1
Hyderabad,2019-10-14,53.22,94.89,4.48,24.54,14.37,10.4,0.56,5.04,21.06,1.09,7.84,1.84,94.89,Satisfactory,1
Hyderabad,2019-10-15,52.62,100.99,4.1,23.13,14.29,10.26,0.54,3.79,23.86,1.07,9.26,1.89,100.99,Moderate,1
Hyderabad,2019-10-16,59.41,104.37,4.49,28.52,15.26,9.63,0.67,2.95,25.33,1.59,10.73,4.68,104.37,Moderate,1
Hyderabad,2019-10-17,48.12,94.64,5.5,27.32,16.0,8.62,0.63,2.7,17.79,1.31,9.73,3.08,94.64,Satisfactory,1
Hyderabad,2019-10-18,24.3,52.38,4.01,20.85,11.59,7.35,0.5,2.71,18.67,0.64,4.38,1.78,52.38,Satisfactory,1
Hyderabad,2019-10-19,22.92,54.35,3.64,21.67,12.31,7.06,0.48,2.92,21.13,0.64,5.73,1.85,54.35,Satisfactory,1
Hyderabad,2019-10-20,28.04,51.18,4.17,23.54,13.8,8.1,0.62,2.68,18.41,0.67,4.0,2.23,51.18,Satisfactory,1
Hyderabad,2019-10-21,22.03,46.72,3.98,21.12,13.29,7.59,0.51,3.34,20.2,0.66,5.31,2.03,46.72,Good,1
Hyderabad,2019-10-22,41.03,71.08,8.21,27.1,17.71,9.75,0.65,3.63,14.93,0.99,8.65,2.35,71.08,Satisfactory,1
Hyderabad,2019-10-23,37.8,70.86,7.97,23.75,16.66,10.32,0.57,4.71,14.48,0.65,5.21,1.67,70.86,Satisfactory,1
Hyderabad,2019-10-24,22.53,43.48,5.57,19.81,12.99,13.38,0.6,8.3,12.59,0.49,2.99,0.53,43.48,Good,1
Hyderabad,2019-10-25,23.54,56.62,9.25,22.14,15.97,10.27,0.49,4.34,13.74,0.55,3.23,0.27,56.62,Satisfactory,1
Hyderabad,2019-10-26,18.81,42.64,4.68,18.42,9.9,8.98,0.44,2.59,15.61,0.39,3.21,0.27,42.64,Good,1
Hyderabad,2019-10-27,40.65,51.1,4.6,21.39,11.8,10.41,0.45,4.04,17.96,0.42,2.49,0.21,51.1,Satisfactory,1
Hyderabad,2019-10-28,64.09,94.5,5.52,24.01,15.71,11.32,0.59,5.25,20.95,0.64,3.3,0.28,94.5,Satisfactory,1
Hyderabad,2019-10-29,42.04,74.5,5.84,25.96,17.77,10.59,0.64,3.38,19.55,0.82,5.9,0.41,74.5,Satisfactory,1
Hyderabad,2019-10-30,40.41,72.97,7.5,26.24,19.03,10.16,0.98,2.96,19.73,0.77,5.0,0.49,72.97,Satisfactory,1
Hyderabad,2019-10-31,21.39,51.57,4.76,19.89,13.88,9.06,0.86,2.8,20.34,0.54,3.23,0.17,51.57,Satisfactory,1
